Area,Bedrooms,Sales,Price,PΔ1M,PΔ1Q,PΔ6M,PΔ1Y,PΔ3Y,PΔ5Y,PΔ10Y,Rentals,Rent,RΔ1M,RΔ1Q,RΔ6M,RΔ1Y,RΔ3Y,RΔ5Y,RΔ10Y,Yield,CG Low,CG High,ROI Low,ROI High,Rent Increase,Volatility Index,Growth Rate,GRC Index,GRC Minima,GPD 3Y,GPD 5Y,GPD 10Y,GSP 3Y,GSP 5Y,GSP 10Y,future_metric_01,future_metric_02,future_metric_03,IRSAD,RO Ratio,UHV Ratio,UH Ratio,Affordability Index,SoM%,SoM LS,SoM SS,Inventory,Inventory LS,Inventory SS,Hold Period,HP LS,HP SS,BA Ratio,future_metric_04,future_metric_05,DoM,DoM LS,DoM SS,Discounting,Vacancy Rate,VR LS,VR SS,Clearance Rate,CR LS,CR SS,Auctions,Buy SI,Buy SI LS,Buy SI SS,Rent SI,Rent SI LS,Rent SI SS,future_metric_06,future_metric_07,Confidence,Sales Ratio,Rentals Ratio,Population,Dwellings,School Rank,Infra. Spend,future_metric_15,future_metric_16,EDI,MADI,Flood,Bushfire,Lower Risk,Cashflow,Capital Growth,Overall RCS,Nearest GPO,SA4,GCC,State,lga_pid,Data Level,Confidence.1,Property Type,15_Main Dashboard - HtAG Analytics (3).xlsx
"Melrose Park, NSW 2114",All,2,757498,0.0021,0.0064,0.0124,0.0251,0.05599999999999999,0.112,0.2116,4,738,0.004099999999999999,0.0095,0.0249,0.0647,0.4114,0.7559,1.529,0.0507,-0.1,0.15,-0.05,0.2,0.0483,1,(+)Decreasing,200,-0.0217,-0.0067,0.0004,-0.2556,-0.0095,-0.0238,0.0664,0,0,0,10,0.26,0.31,0.46,29.32,0.0036,0.0004,-0.0018,0.77,-0.54,-0.74,4.38,-0.51,-0.26,0.05429999999999999,0,0,112,0.24,28.23,0.0,0.0177,-0.0088,-0.0025,0.0,0.0,0.0,1,5,-0.04,0.29,6,-0.02,0.18,0,0,Low,0.04,0.04,2059,1308,64,4695,0,0,81,100,100,100,49,97,42,63,14,Sydney - Parramatta,Greater Sydney,NSW,NSW314,Suburbs,1,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Kellyville Ridge, NSW 2155",All,3,597057,0.0037,0.011,0.0284,0.0544,0.1064,0.1473,0.1432,10,576,0.0,0.0,0.0017,0.0323,0.2659,0.28,0.3747,0.05019999999999999,-0.01,0.06,0.04,0.11,0.0,3,(+)Decreasing,156,-0.0581,0.021,0.0459,-0.2512,0.0505,0.1044,0.1999,0,0,0,10,0.25,0.36,0.17,18.85,0.0038,-0.0003,0.0,1.27,-0.15,0.12,7.42,0.97,0.78,0.0,0,0,72,9.04,8.54,0.0,0.0339,-0.0034,-0.0001,0.0,-0.0786,0.0,1,3,-0.3,0.0,3,-0.36,0.0,0,0,Medium,0.01,0.04,10890,3306,65,0,0,0,81,100,100,100,89,24,42,52,32,Sydney - Blacktown,Greater Sydney,NSW,NSW283,Suburbs,2,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Hobartville, NSW 2753",All,3,906985,0.0042,0.0118,0.0228,0.0464,0.1044,0.4272,0.8223,4,568,0.0018,0.0053,0.0179,0.0576,0.2263,0.4084,0.342,0.0326,-0.02,0.09,0.02,0.12,0.0226,4,(+)Peak,202,-0.0131,-0.1347,0.0204,-0.1698,0.0624,-0.0383,0.06179999999999999,0,0,0,4,0.33,0.0,0.0,41.74,0.0029,0.0,-0.0002,1.05,0.12,-0.17,9.8,1.29,0.66,0.0,0,0,33,-3.16,4.22,0.0,0.0507,0.004500000000000001,0.0123,0.0,0.0,0.0,1,4,0.16,0.06,6,0.55,0.19,0,0,Medium,0.03,0.05,2712,1149,52,49,0,0,80,98,97,100,21,30,42,31,52,Sydney - Outer West and B…,Greater Sydney,NSW,NSW277,Suburbs,2,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Halekulani, NSW 2262",All,5,762541,0.004099999999999999,0.0134,0.0264,0.05889999999999999,0.0331,0.5374,0.9333,2,536,0.0019,-0.0019,-0.0019,0.0229,0.1907,0.3425,0.4917,0.0366,-0.09,0.17,-0.06,0.2,0.0285,8,(+)Peak,140,-0.0687,-0.2314,0.0799,-0.2225,-0.009399999999999999,-0.043,-0.1348,0,0,0,2,0.2,0.0,0.02,52.87,0.0025,-0.0003,-0.0003,0.8,-0.03,-0.15,9.73,1.15,1.2,0.0,0,0,33,3.07,-0.08,0.0,0.0147,0.0043,0.0025,0.0,0.0,0.0,1,5,0.3,-0.29,5,0.42,-0.04,0,0,High,0.04,0.02,2677,1375,50,69,0,0,79,98,100,100,56,63,42,54,79,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Green Valley, NSW 2168",All,2,1176171,0.0048,0.0173,0.0393,0.1066,0.2196,0.6843,0.8556,10,607,0.0,-0.0016,0.0017,0.0394,0.2439,0.2942,0.3764,0.0268,-0.03,0.11,0.0,0.13,0.0115,4,(+)Decreasing,190,-0.0473,-0.0404,0.2574,-0.1114,0.061,0.1157,0.0512,0,0,0,2,0.28,0.0,0.0,66.06,0.0011,-0.0003,-0.0003,0.47,-0.19,-0.22,12.36,1.61,-0.4,0.005,0,0,36,0.35,4.2,0.0,0.0179,0.0002,0.0004,0.0,-0.0181,-0.0311,3,3,-0.16,0.0,5,0.33,0.0,0,0,High,0.02,0.03,12919,4026,50,77,0,0,70,100,99,100,41,40,42,41,32,Sydney - South West,Greater Sydney,NSW,NSW275,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Denistone East, NSW 2112",All,4,2567254,0.0024,0.0067,0.0115,0.0266,0.0556,0.5106,0.7333,2,963,0.001,0.0137,0.057,0.1157,0.4281,0.3654,0.3483,0.0195,-0.01,0.09,0.01,0.11,0.0236,3,(+)Increasing,156,-0.09539999999999998,-0.2514,0.0018,-0.4709,0.0028,0.0152,-0.0058,0,0,0,10,0.18,0.0,0.0,96.22,0.0053,0.0001,0.0012,1.25,-0.19,0.09,12.6,1.45,1.87,0.0072,0,0,89,6.84,28.67,0.0,0.0128,-0.002,0.006,0.0,0.0,0.0,3,5,0.24,0.0,5,0.07,0.12,0,0,Medium,0.04,0.03,2292,853,70,57641,0,0,81,100,100,100,75,22,42,46,13,Sydney - Ryde,Greater Sydney,NSW,NSW181,Suburbs,2,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Croydon Park, NSW 2133",All,0,2231021,0.003,0.0073,0.0116,0.0287,0.1106,0.5366,0.754,8,814,0.0,0.0,-0.0012,0.0112,0.1935,0.3066,0.4059,0.019,-0.05,0.13,-0.03,0.15,-0.0025,5,(+)Increasing,188,-0.0575,-0.1773,0.026,-0.4335,0.0127,0.0635,0.06059999999999999,0,0,0,9,0.32,0.33,0.41,94.22,0.0023,-0.0004,-0.0004,0.97,-0.2,-0.27,11.0,1.89,3.4,0.01,0,0,28,1.85,0.89,0.0,0.0185,-0.0077,0.0019,0.5,-0.0095,-0.0184,2,3,-0.26,-0.25,4,0.13,0.04,0,0,Medium,0.01,0.02,10929,4753,60,118,0,0,71,100,98,100,45,21,42,36,10,Sydney - Inner West,Greater Sydney,NSW,NSW332,Suburbs,2,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Avoca Beach, NSW 2251",All,4,1171883,0.0011,0.0023,-0.007800000000000001,-0.0389,-0.0942,0.2742,0.77,5,648,0.0,0.0,0.0,0.0189,0.0658,0.2908,0.5392,0.0288,-0.1,0.14,-0.07,0.17,0.0092,7,(-)Increasing,44,-0.1397,-0.3159,-0.1481,-0.2928,0.0325,0.1373,0.3301,0,0,0,10,0.17,0.64,0.2,42.95,0.0024,0.0002,-0.0004,0.83,0.03,-0.25,6.52,0.42,-0.06,0.0,0,0,59,16.32,-15.42,0.0,0.0247,0.004099999999999999,-0.0181,0.0,0.0301,0.0,1,6,0.48,-0.14,6,0.59,-0.64,0,0,Medium,0.01,0.02,4708,2638,62,93,0,0,80,100,97,100,71,21,42,45,49,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,2,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Asquith, NSW 2077",All,0,1874219,0.0019,0.0044,0.006,0.0131,0.0659,0.5517,0.6748999999999999,3,733,0.005500000000000001,0.0236,0.0697,0.1462,0.3623,0.3699,0.4311,0.0203,-0.08,0.16,-0.06,0.18,0.0506,7,(+)Trough,150,-0.1133,-0.2562,0.0321,-0.5414,-0.0074,0.0567,-0.1094,0,0,0,10,0.43,0.39,0.63,70.49,0.005500000000000001,0.0,0.0,1.2,0.05,-0.03,11.0,2.0,-0.94,0.0184,0,0,54,5.15,12.4,0.0,0.0235,0.0037,-0.0016,0.0,0.0621,0.0,3,4,-0.15,0.02,4,-0.02,-0.08,0,0,Medium,0.01,0.01,6160,2774,66,7789,0,0,80,100,99,100,36,19,42,32,22,Sydney - North Sydney and…,Greater Sydney,NSW,NSW234,Suburbs,2,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Campsie, NSW 2194",2,11,682507,0.0048,0.0142,0.0352,0.0768,0.1164,0.2084,0.2192,63,551,-0.0018,-0.0036,-0.0018,0.0358,0.4398,0.3095,0.3924,0.042,-0.04,0.04,0.0,0.09,-0.0001,3,(+)Decreasing,152,-0.0774,0.0346,0.0709,-0.3832,-0.0031,-0.0023,-0.0521,0,0,0,4,0.53,0.35,0.82,41.76,0.0011,-0.0002,-0.0009,0.39,-0.27,-0.38,8.43,0.66,0.14,0.0003,0,0,47,-4.01,4.35,0.0,0.0186,-0.0141,0.0024,0.5,0.0114,-0.0135,2,4,0.14,-0.31,4,0.05,-0.04,0,0,High,0.03,0.09,26132,11893,56,431,0,0,69,100,100,100,54,78,41,58,11,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Campsie, NSW 2194",1,3,549608,0.0051,0.0151,0.04190000000000001,0.0951,0.08789999999999999,0.162,0.0257,13,520,-0.0019,-0.0038,-0.005699999999999999,0.0339,0.3622,0.3073,0.5493,0.0492,-0.04,0.04,0.01,0.09,0.0001,3,(+)Decreasing,152,-0.0774,0.0346,0.0709,-0.3832,-0.0031,-0.0023,-0.0521,0,0,0,4,0.53,0.35,0.82,33.63,0.0011,-0.0002,-0.0009,0.39,-0.27,-0.38,8.43,0.66,0.14,0.0003,0,0,47,-4.01,4.35,0.0,0.0186,-0.0141,0.0024,0.5,0.0114,-0.0135,2,4,0.14,-0.31,4,0.05,-0.04,0,0,High,0.03,0.09,26132,11893,56,431,0,0,69,100,100,100,54,78,41,58,11,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Watanobbi, NSW 2259",4,2,871713,0.0049,0.0142,0.0249,0.0639,0.0885,0.6620999999999999,1.0294,3,650,0.0,0.0015,0.009300000000000001,0.0638,0.1754,0.4039,0.4607,0.0388,-0.12,0.14,-0.08,0.18,0.0029,9,(+)Peak,164,-0.0676,-0.2045,0.1572,-0.2255,0.0364,0.0694,-0.0524,0,0,0,2,0.41,0.0,0.01,55.56,0.0023,-0.0004,-0.0002,0.77,0.04,-0.07,13.38,1.5,2.5,0.0,0,0,38,4.45,-2.39,0.0013,0.01,0.0016,-0.0004,0.0,0.0,0.0,0,5,0.3,0.08,6,0.58,-0.02,0,0,High,0.03,0.06,3980,1699,49,290,0,0,59,99,100,100,26,74,41,47,70,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Watanobbi, NSW 2259",3,4,729881,0.005500000000000001,0.016,0.0244,0.0621,0.0676,0.6354,0.9995999999999999,5,530,0.0,-0.0019,-0.0075,0.0173,0.1522,0.3317,0.4402,0.0378,-0.12,0.14,-0.08,0.18,0.0049,9,(+)Peak,164,-0.0676,-0.2045,0.1572,-0.2255,0.0364,0.0694,-0.0524,0,0,0,2,0.41,0.0,0.01,46.52,0.0023,-0.0004,-0.0002,0.77,0.04,-0.07,13.38,1.5,2.5,0.0,0,0,38,4.45,-2.39,0.0013,0.01,0.0016,-0.0004,0.0,0.0,0.0,0,5,0.3,0.08,6,0.58,-0.02,0,0,High,0.03,0.06,3980,1699,49,290,0,0,59,99,100,100,26,74,41,47,70,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"St Leonards, NSW 2065",3,1,2553291,0.0044,0.0135,0.0241,0.0624,0.1915,0.4593,0.9096,9,1304,-0.0023,-0.0069,-0.0218,-0.0341,0.3128,0.3399,0.4456,0.0266,-0.05,0.05,-0.02,0.08,-0.0001,3,(+)Decreasing,200,-0.0246,-0.07,0.0194,-0.2258,0.0572,0.1326,0.1182,0,0,0,10,0.68,0.0,0.99,73.19,0.0021,0.0003,-0.002,0.68,0.02,-0.76,8.26,1.18,0.22,0.0186,0,0,58,5.81,5.2,0.0066,0.0239,-0.0072,0.0013,0.0,-0.1219,0.0,3,7,0.94,0.27,8,1.34,-0.18,0,0,High,0.04,0.2,7212,6182,62,2141,0,0,68,100,100,100,43,20,41,35,5,Sydney - North Sydney and…,Greater Sydney,NSW,NSW213,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"St Leonards, NSW 2065",2,1,1431214,0.0025,0.005500000000000001,0.008100000000000001,0.0244,0.0675,0.3072,0.4901,41,999,0.001,0.004,0.0152,0.0549,0.4025,0.3405,0.4663,0.0363,-0.05,0.05,-0.01,0.09,0.0006,3,(+)Decreasing,200,-0.0246,-0.07,0.0194,-0.2258,0.0572,0.1326,0.1182,0,0,0,10,0.68,0.0,0.99,41.03,0.0021,0.0003,-0.002,0.68,0.02,-0.76,8.26,1.18,0.22,0.0186,0,0,58,5.81,5.2,0.0066,0.0239,-0.0072,0.0013,0.0,-0.1219,0.0,3,7,0.94,0.27,8,1.34,-0.18,0,0,High,0.04,0.2,7212,6182,62,2141,0,0,68,100,100,100,43,20,41,35,5,Sydney - North Sydney and…,Greater Sydney,NSW,NSW213,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"St Leonards, NSW 2065",1,4,794420,0.0021,0.0048,0.0085,0.0227,0.0489,0.169,0.2841,47,698,0.0014,0.0072,0.0234,0.0672,0.4093,0.2709,0.3869,0.0457,-0.05,0.05,0.0,0.1,0.0004,3,(+)Decreasing,200,-0.0246,-0.07,0.0194,-0.2258,0.0572,0.1326,0.1182,0,0,0,10,0.68,0.0,0.99,22.77,0.0021,0.0003,-0.002,0.68,0.02,-0.76,8.26,1.18,0.22,0.0186,0,0,58,5.81,5.2,0.0066,0.0239,-0.0072,0.0013,0.0,-0.1219,0.0,3,7,0.94,0.27,8,1.34,-0.18,0,0,High,0.04,0.2,7212,6182,62,2141,0,0,68,100,100,100,43,20,41,35,5,Sydney - North Sydney and…,Greater Sydney,NSW,NSW213,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Potts Point, NSW 2011",2,0,1874102,0.0023,0.006500000000000001,0.0112,0.0281,0.0397,0.1468,0.5227,21,973,0.001,0.0072,0.0263,0.0786,0.3584000000000001,0.2568,0.2376,0.027,-0.08,0.09,-0.06,0.11,0.0007000000000000001,5,(+)Increasing,188,-0.0095,-0.09539999999999998,-0.1838,-0.3862,-0.0202,-0.0348,0.09140000000000001,0,0,0,10,0.65,0.0,0.98,53.1,0.0022,-0.0003,-0.0006,0.68,-0.15,-0.17,8.45,1.45,-0.02,0.0003,0,0,34,3.24,4.48,0.0,0.0202,-0.008199999999999999,0.0006,0.6667000000000001,-0.0112,0.0658,6,7,1.25,-0.16,8,1.51,-0.27,0,0,High,0.04,0.16,7183,6249,68,2793,0,0,78,100,100,100,58,7,41,35,2,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Potts Point, NSW 2011",1,6,804094,0.0027,0.0064,0.0101,0.0224,0.0336,0.1088,0.4327,53,601,0.0,0.0,0.0,0.0084,0.3356,0.202,0.202,0.0389,-0.08,0.09,-0.05,0.13,0.0003,5,(+)Increasing,188,-0.0095,-0.09539999999999998,-0.1838,-0.3862,-0.0202,-0.0348,0.09140000000000001,0,0,0,10,0.65,0.0,0.98,22.78,0.0022,-0.0003,-0.0006,0.68,-0.15,-0.17,8.45,1.45,-0.02,0.0003,0,0,34,3.24,4.48,0.0,0.0202,-0.008199999999999999,0.0006,0.6667000000000001,-0.0112,0.0658,6,7,1.25,-0.16,8,1.51,-0.27,0,0,High,0.04,0.16,7183,6249,68,2793,0,0,78,100,100,100,58,7,41,35,2,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Epping, NSW 2121",4,0,2682493,0.0017,0.0022,-0.0022,0.005500000000000001,0.08349999999999999,0.5367999999999999,0.618,8,1000,-0.001,0.0,0.005,0.0374,0.2646,0.3391,0.3145,0.0194,-0.08,0.1,-0.06,0.12,0.0016,6,(+)Trough,172,-0.08380000000000001,-0.1936,0.0819,-0.427,0.0126,-0.0042,-0.08529999999999999,0,0,0,10,0.42,0.31,0.57,107.4,0.0032,-0.0004,-0.0002,0.84,-0.04,-0.08,12.06,1.72,1.5,0.009000000000000001,0,0,66,6.61,16.15,0.0,0.0274,-0.0061,0.0004,0.7188,-0.0345,0.0824,8,3,-0.34,0.0,4,0.01,0.0,0,0,High,0.01,0.02,29551,13508,72,287,0,0,81,100,98,100,72,16,41,43,16,Sydney - Ryde,Greater Sydney,NSW,NSW314,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Epping, NSW 2121",3,0,2366184,0.002,0.0033,0.0009,0.0107,0.09519999999999999,0.5202,0.6077,8,804,-0.0012,-0.0037,-0.009899999999999999,-0.0012,0.2222,0.3057,0.3229,0.0177,-0.08,0.1,-0.07,0.12,0.0016,6,(+)Trough,172,-0.08380000000000001,-0.1936,0.0819,-0.427,0.0126,-0.0042,-0.08529999999999999,0,0,0,10,0.42,0.31,0.57,94.74,0.0032,-0.0004,-0.0002,0.84,-0.04,-0.08,12.06,1.72,1.5,0.009000000000000001,0,0,66,6.61,16.15,0.0,0.0274,-0.0061,0.0004,0.7188,-0.0345,0.0824,8,3,-0.34,0.0,4,0.01,0.0,0,0,High,0.01,0.02,29551,13508,72,287,0,0,81,100,98,100,72,16,41,43,16,Sydney - Ryde,Greater Sydney,NSW,NSW314,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Campsie, NSW 2194",All,15,616058,0.0049,0.0146,0.0382,0.0849,0.1035,0.1873,0.1246,81,607,-0.0016,-0.0016,-0.0016,0.0359,0.4028,0.3004,0.4394,0.0512,-0.01,0.08,0.05,0.13,0.0008,3,(+)Decreasing,152,-0.0774,0.0346,0.0709,-0.3832,-0.0031,-0.0023,-0.0521,0,0,0,4,0.53,0.35,0.82,37.69,0.0011,-0.0002,-0.0009,0.39,-0.27,-0.38,8.43,0.66,0.14,0.0003,0,0,47,-4.01,4.35,0.0,0.0186,-0.0141,0.0024,0.5,0.0114,-0.0135,2,4,0.14,-0.31,4,0.05,-0.04,0,0,High,0.03,0.09,26132,11893,56,431,0,0,69,100,100,100,54,78,41,58,11,Sydney - Inner South West,Greater Sydney,NSW,NSW332,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Box Hill, NSW 2765",All,25,1385258,0.0028,0.0068,0.0098,0.0326,0.1562,0.8946,0.9303,33,728,0.0,0.0,0.0069,0.0282,0.1954,0.3659000000000001,0.2487,0.0273,-0.09,0.17,-0.07,0.19,0.0109,10,(+)Trough,180,-0.0327,-0.0046,0.6312,-0.0473,0.08650000000000001,0.3434,0.09380000000000001,0,0,0,10,0.2,0.0,0.0,46.83,0.0052,-0.0034,0.0012,1.38,-0.05,0.29,3.62,-0.61,-1.18,0.068,0,0,67,1.9,25.23,0.0,0.0711,0.0119,0.0323,0.0,0.0395,0.0,3,6,0.77,0.1,6,0.14,0.41,0,0,High,0.05,0.05,6450,7100,62,9029,0,0,90,100,99,100,97,12,41,50,37,Sydney - Baulkham Hills a…,Greater Sydney,NSW,NSW270,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Botany, NSW 2019",All,1,2150845,0.0038,0.0103,0.0184,0.0433,0.1155,0.4309000000000001,0.8502,5,1151,0.0017,0.006999999999999999,0.0267,0.0867,0.3299,0.4632,0.6906,0.0278,-0.04,0.11,-0.01,0.14,0.0257,5,(+)Decreasing,186,-0.0362,-0.1218,-0.0063,-0.2344,0.0973,-0.0308,0.2252,0,0,0,10,0.37,0.41,0.66,74.04,0.0019,-0.0006,-0.0004,1.02,0.13,-0.56,10.43,1.54,-0.46,0.006999999999999999,0,0,48,4.22,11.59,0.0,0.0159,-0.0036,0.0001,0.6667000000000001,0.0349,-0.0562,2,3,-0.34,0.0,4,-0.01,0.0,0,0,Medium,0.01,0.01,12960,6562,59,164,0,0,71,100,91,100,30,56,41,42,9,Sydney - City and Inner S…,Greater Sydney,NSW,NSW335,Suburbs,2,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Watanobbi, NSW 2259",All,7,800797,0.0052,0.015,0.0247,0.06309999999999999,0.0789,0.6498,1.0157,8,590,0.0,0.0,0.0017,0.0424,0.166,0.3721,0.4532,0.0383,-0.09,0.17,-0.05,0.21,0.0152,9,(+)Peak,164,-0.0676,-0.2045,0.1572,-0.2255,0.0364,0.0694,-0.0524,0,0,0,2,0.41,0.0,0.01,51.04,0.0023,-0.0004,-0.0002,0.77,0.04,-0.07,13.38,1.5,2.5,0.0,0,0,38,4.45,-2.39,0.0013,0.01,0.0016,-0.0004,0.0,0.0,0.0,0,5,0.3,0.08,6,0.58,-0.02,0,0,High,0.03,0.06,3980,1699,49,290,0,0,59,99,100,100,26,74,41,47,70,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Blackwall, NSW 2256",All,0,1610478,0.0072,0.0205,0.0491,0.09269999999999999,0.2208,0.7558,1.5235,2,573,0.0017,0.0088,0.0361,0.1124,0.2344,0.4069,0.4606,0.0185,0.0,0.09,0.02,0.11,0.019,3,(+)Decreasing,230,0.0048,-0.1076,0.1413,-0.0943,0.1783,0.1754,0.4554,0,0,0,4,0.31,0.0,0.03,80.31,0.004,-0.0002,0.0008,1.39,0.13,0.2,12.75,1.78,0.13,0.0,0,0,69,-3.46,2.62,0.0,0.0285,0.0029,-0.0051,0.0,0.0,0.0,1,5,0.22,0.0,5,0.48,-0.19,0,0,Low,0.02,0.04,1941,1029,49,12,0,0,80,100,100,100,65,22,41,43,42,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,1,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"St Leonards, NSW 2065",All,8,1592975,0.0034,0.0096,0.0167,0.0441,0.1268,0.3561,0.6386999999999999,97,1000,0.0,0.0,0.001,0.0173,0.3643,0.3245,0.4388,0.0326,-0.01,0.09,0.02,0.12,0.0085,3,(+)Decreasing,200,-0.0246,-0.07,0.0194,-0.2258,0.0572,0.1326,0.1182,0,0,0,10,0.68,0.0,0.99,45.66,0.0021,0.0003,-0.002,0.68,0.02,-0.76,8.26,1.18,0.22,0.0186,0,0,58,5.81,5.2,0.0066,0.0239,-0.0072,0.0013,0.0,-0.1219,0.0,3,7,0.94,0.27,8,1.34,-0.18,0,0,High,0.04,0.2,7212,6182,62,2141,0,0,68,100,100,100,43,20,41,35,5,Sydney - North Sydney and…,Greater Sydney,NSW,NSW213,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Richmond, NSW 2753",All,0,515832,0.0033,0.0106,0.0202,0.03,0.1092,0.2686,0.5492,8,528,0.0,0.0038,0.0154,0.05599999999999999,0.3102,0.375,0.4465999999999999,0.0532,-0.01,0.07,0.04,0.12,0.0,3,(+)Peak,242,0.004500000000000001,-0.0626,0.0159,-0.0527,-0.0315,-0.1361,-0.2107,0,0,0,4,0.44,0.55,0.15,27.81,0.0019,0.0004,0.0005,0.84,-0.07,0.29,8.43,1.28,0.81,0.0,0,0,43,-12.08,-1.5,0.0,0.0155,-0.0032,-0.0004,0.0,0.0,0.0,1,6,0.11,0.45,5,0.84,-0.19,0,0,Low,0.0,0.04,5418,3080,57,610,0,0,79,96,99,100,34,61,41,45,51,Sydney - Outer West and B…,Greater Sydney,NSW,NSW277,Suburbs,1,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Ramsgate, NSW 2217",All,4,800601,0.0028,0.0089,0.0178,0.0455,0.096,0.1902,0.2431,2,652,0.0015,-0.0015,-0.0015,0.0187,0.2115,0.1599,0.585,0.0423,-0.05,0.11,0.0,0.15,0.0339,5,(+)Decreasing,182,-0.0482,0.0038,0.0268,-0.2139,0.0042,0.0275,0.0636,0,0,0,9,0.31,0.34,0.64,35.95,0.0026,-0.0004,0.0002,1.02,-0.65,0.23,8.67,0.62,-0.07,0.0097,0,0,82,12.81,18.0,0.0,0.0133,-0.0107,0.0005,0.0,0.0,0.0,2,4,0.3,-0.64,6,0.28,-0.16,0,0,Medium,0.02,0.04,1151,733,55,174,0,0,70,100,100,100,37,54,41,44,14,Sydney - Inner South West,Greater Sydney,NSW,NSW325,Suburbs,2,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Potts Point, NSW 2011",All,5,1339098,0.0024,0.006500000000000001,0.0109,0.0264,0.0379,0.1351,0.4945000000000001,76,1041,-0.0029,-0.0076,-0.0161,0.0137,0.5153,0.2357,0.1689,0.0404,-0.05,0.12,-0.01,0.16,-0.0169,5,(+)Increasing,188,-0.0095,-0.09539999999999998,-0.1838,-0.3862,-0.0202,-0.0348,0.09140000000000001,0,0,0,10,0.65,0.0,0.98,37.94,0.0022,-0.0003,-0.0006,0.68,-0.15,-0.17,8.45,1.45,-0.02,0.0003,0,0,34,3.24,4.48,0.0,0.0202,-0.008199999999999999,0.0006,0.6667000000000001,-0.0112,0.0658,6,7,1.25,-0.16,8,1.51,-0.27,0,0,High,0.04,0.16,7183,6249,68,2793,0,0,78,100,100,100,58,7,41,35,2,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Penrith, NSW 2750",All,18,562788,0.0043,0.0122,0.0257,0.0683,0.1065,0.3986,0.5136,85,495,0.0,0.002,0.008100000000000001,0.027,0.2192,0.3061,0.5714,0.0457,-0.03,0.1,0.02,0.14,0.0377,4,(+)Decreasing,126,-0.0649,-0.0796,0.0659,-0.3577,-0.038,0.0182,0.0638,0,0,0,3,0.6,0.54,0.6,29.78,0.0021,0.0001,-0.0007000000000000001,0.55,0.0,-0.23,6.69,0.46,0.11,0.009399999999999999,0,0,44,1.66,-1.1,0.0,0.0161,-0.0025,0.0006,0.0,0.0183,0.0505,1,5,0.26,0.1,5,0.35,0.0,0,0,High,0.03,0.09,17966,12381,59,3569,0,0,70,100,99,100,74,67,41,61,49,Sydney - Outer West and B…,Greater Sydney,NSW,NSW217,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
